type,entry_time,entry_price,sl,hour,exit_time,exit_price,tp,result,pnl
SELL,2025-11-13 18:30:00+00:00,4155.559,4220.155,13,2025-11-28 18:15:00+00:00,4220.155,3994.0690000000013,LOSS,-64.59599999999955
BUY,2025-11-16 23:00:00+00:00,4098.445,4081.819,18,2025-11-16 23:00:00+00:00,4081.819,4140.009999999999,LOSS,-16.62599999999975
SELL,2025-11-17 15:45:00+00:00,4064.075,4081.975,10,2025-11-17 19:30:00+00:00,4019.325,4019.325,WIN,44.75000000000023
SELL,2025-11-18 15:45:00+00:00,4052.765,4081.845,10,2025-11-18 20:00:00+00:00,4081.845,3980.065,LOSS,-29.079999999999927
BUY,2025-11-19 14:45:00+00:00,4127.605,4101.585,9,2025-11-19 15:45:00+00:00,4101.585,4192.654999999999,LOSS,-26.019999999999527
BUY,2025-11-20 14:45:00+00:00,4092.675,4073.9350000000004,9,2025-11-20 15:45:00+00:00,4073.9350000000004,4139.525,LOSS,-18.73999999999978
BUY,2025-11-21 14:45:00+00:00,4071.025,4061.1150000000002,9,2025-11-21 15:30:00+00:00,4061.1150000000002,4095.7999999999997,LOSS,-9.909999999999854
BUY,2025-11-23 23:00:00+00:00,4074.355,4064.079,18,2025-11-24 00:00:00+00:00,4064.079,4100.045,LOSS,-10.27599999999984
BUY,2025-11-24 14:45:00+00:00,4081.125,4067.875,9,2025-11-24 18:30:00+00:00,4114.25,4114.25,WIN,33.125
BUY,2025-11-25 16:15:00+00:00,4140.255,4117.028,11,2025-11-28 14:15:00+00:00,4198.3225,4198.3225,WIN,58.067499999999654
BUY,2025-11-26 15:15:00+00:00,4156.395,4140.965,10,2025-11-28 14:15:00+00:00,4194.970000000001,4194.970000000001,WIN,38.57500000000073
BUY,2025-11-27 15:15:00+00:00,4160.845,4152.595,10,2025-11-27 16:15:00+00:00,4152.595,4181.47,LOSS,-8.25
BUY,2025-11-28 16:15:00+00:00,4209.295,4194.188,11,2025-12-01 01:45:00+00:00,4247.0625,4247.0625,WIN,37.76749999999993
BUY,2025-11-30 23:15:00+00:00,4221.855,4218.759,18,2025-11-30 23:15:00+00:00,4218.759,4229.594999999998,LOSS,-3.095999999999549
SELL,2025-12-02 01:00:00+00:00,4205.125,4247.875,20,2025-12-05 15:15:00+00:00,4247.875,4098.25,LOSS,-42.75
SELL,2025-12-02 15:00:00+00:00,4205.795,4229.465,10,2025-12-03 13:45:00+00:00,4229.465,4146.62,LOSS,-23.670000000000073
SELL,2025-12-03 14:45:00+00:00,4211.855,4241.4349999999995,9,2025-12-05 14:45:00+00:00,4241.4349999999995,4137.905,LOSS,-29.579999999999927
BUY,2025-12-04 16:15:00+00:00,4216.005,4193.085,11,2025-12-05 21:15:00+00:00,4193.085,4273.305,LOSS,-22.920000000000073
BUY,2025-12-05 14:45:00+00:00,4241.495,4227.845,9,2025-12-05 16:00:00+00:00,4227.845,4275.619999999999,LOSS,-13.649999999999636
SELL,2025-12-07 23:00:00+00:00,4193.385,4197.605,18,2025-12-07 23:00:00+00:00,4197.605,4182.835000000002,LOSS,-4.219999999999345
SELL,2025-12-08 14:45:00+00:00,4196.305,4211.005,9,2025-12-09 09:15:00+00:00,4211.005,4159.555,LOSS,-14.699999999999818
BUY,2025-12-09 15:45:00+00:00,4212.288,4192.285,10,2025-12-10 10:00:00+00:00,4192.285,4262.295499999998,LOSS,-20.0029999999997
BUY,2025-12-10 16:30:00+00:00,4202.305,4190.895,11,2025-12-10 19:00:00+00:00,4190.895,4230.83,LOSS,-11.409999999999854
BUY,2025-12-11 15:30:00+00:00,4254.525,4229.945000000001,10,2025-12-12 09:00:00+00:00,4315.974999999997,4315.974999999997,WIN,61.449999999997544
BUY,2025-12-12 14:45:00+00:00,4346.589,4330.585,9,2025-12-12 15:15:00+00:00,4330.585,4386.599,LOSS,-16.003999999999905
BUY,2025-12-14 23:00:00+00:00,4302.025,4298.505,18,2025-12-14 23:00:00+00:00,4298.505,4310.824999999999,LOSS,-3.519999999999527
SELL,2025-12-15 16:00:00+00:00,4303.185,4335.195,11,2025-12-17 05:15:00+00:00,4335.195,4223.160000000002,LOSS,-32.00999999999931
SELL,2025-12-16 16:30:00+00:00,4294.555,4331.945,11,2025-12-17 05:00:00+00:00,4331.945,4201.080000000002,LOSS,-37.38999999999942
BUY,2025-12-17 15:00:00+00:00,4342.755,4325.175,10,2025-12-17 15:45:00+00:00,4325.175,4386.705,LOSS,-17.579999999999927
BUY,2025-12-18 16:00:00+00:00,4361.939,4311.005,11,2025-12-19 01:15:00+00:00,4311.005,4489.274000000001,LOSS,-50.9340000000002
BUY,2025-12-19 15:00:00+00:00,4341.505,4326.325,10,2025-12-22 01:30:00+00:00,4379.455000000001,4379.455000000001,WIN,37.95000000000073
BUY,2025-12-21 23:00:00+00:00,4344.525,4338.469,18,2025-12-21 23:00:00+00:00,4338.469,4359.664999999999,LOSS,-6.055999999999585
BUY,2025-12-22 15:30:00+00:00,4427.555,4414.285,10,2025-12-22 23:45:00+00:00,4460.730000000001,4460.730000000001,WIN,33.17500000000109
BUY,2025-12-23 16:30:00+00:00,4465.648,4447.215,11,2025-12-24 00:00:00+00:00,4511.7305,4511.7305,WIN,46.08249999999998
SELL,2025-12-24 14:45:00+00:00,4464.445,4488.865,9,2025-12-25 23:00:00+00:00,4488.865,4403.3949999999995,LOSS,-24.420000000000073
BUY,2025-12-25 23:00:00+00:00,4488.835,4478.829000000001,18,2025-12-26 00:45:00+00:00,4513.8499999999985,4513.8499999999985,WIN,25.01499999999851
BUY,2025-12-26 15:15:00+00:00,4532.985,4518.529,10,2025-12-26 17:15:00+00:00,4518.529,4569.124999999998,LOSS,-14.455999999999221
BUY,2025-12-28 23:00:00+00:00,4533.475,4532.165,18,2025-12-28 23:00:00+00:00,4532.165,4536.750000000002,LOSS,-1.3100000000004002
SELL,2025-12-29 15:00:00+00:00,4342.705,4389.995,10,2025-12-30 10:30:00+00:00,4389.995,4224.48,LOSS,-47.289999999999964
SELL,2025-12-30 15:30:00+00:00,4362.275,4392.105,10,2025-12-31 05:45:00+00:00,4287.7,4287.7,WIN,74.57499999999982
SELL,2025-12-31 15:00:00+00:00,4331.355,4348.447999999999,10,2026-01-01 23:45:00+00:00,4348.447999999999,4288.6224999999995,LOSS,-17.092999999999847
BUY,2026-01-01 23:15:00+00:00,4339.515,4318.479,18,2026-01-02 08:45:00+00:00,4392.1050000000005,4392.1050000000005,WIN,52.590000000000146
SELL,2026-01-02 15:00:00+00:00,4340.595,4370.224999999999,10,2026-01-04 23:15:00+00:00,4370.224999999999,4266.520000000002,LOSS,-29.6299999999992
BUY,2026-01-04 23:00:00+00:00,4369.665,4331.375,18,2026-01-06 03:15:00+00:00,4465.389999999999,4465.389999999999,WIN,95.72499999999991
BUY,2026-01-05 14:45:00+00:00,4435.998,4417.398,9,2026-01-06 14:30:00+00:00,4482.497999999998,4482.497999999998,WIN,46.499999999998636
BUY,2026-01-06 14:45:00+00:00,4487.425,4464.685,9,2026-01-06 15:30:00+00:00,4464.685,4544.275,LOSS,-22.73999999999978
SELL,2026-01-07 15:00:00+00:00,4426.475,4452.255,10,2026-01-07 16:15:00+00:00,4452.255,4362.0250000000015,LOSS,-25.779999999999745
BUY,2026-01-08 15:00:00+00:00,4447.845,4421.415,10,2026-01-09 15:30:00+00:00,4513.920000000001,4513.920000000001,WIN,66.07500000000073
BUY,2026-01-09 15:15:00+00:00,4505.025,4482.085,10,2026-01-09 17:45:00+00:00,4482.085,4562.374999999998,LOSS,-22.9399999999996
BUY,2026-01-11 23:00:00+00:00,4529.865,4508.8150000000005,18,2026-01-12 00:30:00+00:00,4582.489999999998,4582.489999999998,WIN,52.62499999999818
BUY,2026-01-12 15:00:00+00:00,4617.149,4584.895,10,2026-01-12 23:00:00+00:00,4584.895,4697.784,LOSS,-32.253999999999905
BUY,2026-01-13 14:45:00+00:00,4629.065,4611.295,9,2026-01-13 15:15:00+00:00,4611.295,4673.489999999998,LOSS,-17.769999999999527
BUY,2026-01-14 18:45:00+00:00,4635.005,4613.745,13,2026-01-14 23:00:00+00:00,4613.745,4688.155000000001,LOSS,-21.26000000000022
BUY,2026-01-15 15:00:00+00:00,4613.025,4601.135,10,2026-01-15 16:45:00+00:00,4601.135,4642.749999999998,LOSS,-11.889999999999418
BUY,2026-01-16 15:00:00+00:00,4615.748,4595.548,10,2026-01-16 15:15:00+00:00,4595.548,4666.248,LOSS,-20.199999999999818
BUY,2026-01-18 23:00:00+00:00,4653.725,4595.3150000000005,18,2026-01-21 01:00:00+00:00,4799.75,4799.75,WIN,146.02499999999964
BUY,2026-01-19 15:45:00+00:00,4674.055,4663.505,10,2026-01-20 00:15:00+00:00,4663.505,4700.43,LOSS,-10.550000000000182
BUY,2026-01-20 16:45:00+00:00,4753.255,4728.095,11,2026-01-21 01:15:00+00:00,4816.155,4816.155,WIN,62.899999999999636
SELL,2026-01-21 19:30:00+00:00,4765.598,4872.445,14,2026-01-22 15:45:00+00:00,4872.445,4498.480500000001,LOSS,-106.84699999999975
BUY,2026-01-22 15:15:00+00:00,4853.805,4827.865,10,2026-01-22 18:45:00+00:00,4918.655000000002,4918.655000000002,WIN,64.85000000000127
BUY,2026-01-23 15:00:00+00:00,4952.565,4932.335,10,2026-01-25 23:00:00+00:00,5003.1399999999985,5003.1399999999985,WIN,50.57499999999891
BUY,2026-01-25 23:00:00+00:00,5021.305,4983.585,18,2026-01-27 20:00:00+00:00,5115.605000000001,5115.605000000001,WIN,94.30000000000064
BUY,2026-01-26 14:45:00+00:00,5095.898,5074.3150000000005,9,2026-01-26 15:30:00+00:00,5074.3150000000005,5149.8555,LOSS,-21.58299999999963
BUY,2026-01-27 15:45:00+00:00,5090.775,5059.025000000001,10,2026-01-27 20:45:00+00:00,5170.149999999998,5170.149999999998,WIN,79.37499999999773
BUY,2026-01-28 14:45:00+00:00,5285.945,5249.845,9,2026-01-28 15:00:00+00:00,5249.845,5376.194999999998,LOSS,-36.099999999999454
SELL,2026-01-29 15:15:00+00:00,5188.798,5545.348,10,2026-03-23 06:00:00+00:00,4297.422999999999,4297.422999999999,WIN,891.3750000000005
SELL,2026-01-30 14:45:00+00:00,5031.825,5112.458,9,2026-01-30 17:45:00+00:00,4830.2425,4830.2425,WIN,201.58249999999953
SELL,2026-02-01 23:00:00+00:00,4739.948,4895.318,18,2026-02-03 07:15:00+00:00,4895.318,4351.523000000001,LOSS,-155.3699999999999
SELL,2026-02-02 15:15:00+00:00,4680.435,4793.188999999999,10,2026-02-03 00:00:00+00:00,4793.188999999999,4398.550000000003,LOSS,-112.753999999999
BUY,2026-02-03 15:00:00+00:00,4936.055,4892.695000000001,10,2026-02-03 18:30:00+00:00,4892.695000000001,5044.455,LOSS,-43.35999999999967
SELL,2026-02-04 15:30:00+00:00,4943.785,5038.065,10,2026-02-05 23:45:00+00:00,4708.085000000001,4708.085000000001,WIN,235.69999999999936
SELL,2026-02-05 21:15:00+00:00,4802.225,4865.465,16,2026-02-06 05:30:00+00:00,4865.465,4644.125000000001,LOSS,-63.23999999999978
BUY,2026-02-06 14:45:00+00:00,4947.058,4897.085,9,2026-02-09 16:15:00+00:00,5071.9905,5071.9905,WIN,124.93249999999989
BUY,2026-02-08 23:00:00+00:00,4979.505,4964.098,18,2026-02-08 23:00:00+00:00,4964.098,5018.022500000001,LOSS,-15.407000000000153
BUY,2026-02-09 14:45:00+00:00,5037.875,5013.365,9,2026-02-09 23:00:00+00:00,5013.365,5099.150000000001,LOSS,-24.51000000000022
SELL,2026-02-10 15:30:00+00:00,5013.795,5078.6849999999995,10,2026-02-11 10:30:00+00:00,5078.6849999999995,4851.5700000000015,LOSS,-64.88999999999942
BUY,2026-02-11 17:00:00+00:00,5084.548,5035.335,12,2026-02-12 16:00:00+00:00,5035.335,5207.580499999999,LOSS,-49.21299999999974
SELL,2026-02-12 14:45:00+00:00,5044.055,5071.554999999999,9,2026-02-12 15:30:00+00:00,5071.554999999999,4975.305000000002,LOSS,-27.49999999999909
BUY,2026-02-13 16:15:00+00:00,5027.548,4963.548,11,2026-02-17 00:45:00+00:00,4963.548,5187.548,LOSS,-64.0
SELL,2026-02-15 23:00:00+00:00,5022.055,5040.485,18,2026-02-15 23:00:00+00:00,5040.485,4975.980000000001,LOSS,-18.42999999999938
SELL,2026-02-16 15:00:00+00:00,4976.245,4994.474999999999,10,2026-02-16 17:15:00+00:00,4994.474999999999,4930.670000000001,LOSS,-18.229999999999563
SELL,2026-02-17 14:45:00+00:00,4863.305,4906.875,9,2026-02-17 18:45:00+00:00,4906.875,4754.380000000001,LOSS,-43.56999999999971
BUY,2026-02-18 14:45:00+00:00,4991.595,4955.078,9,2026-02-20 20:15:00+00:00,5082.8875,5082.8875,WIN,91.29249999999956
BUY,2026-02-19 14:45:00+00:00,5005.138,4962.438,9,2026-02-22 23:00:00+00:00,5111.887999999999,5111.887999999999,WIN,106.74999999999955
BUY,2026-02-20 16:30:00+00:00,5062.635,5037.125,11,2026-02-22 23:00:00+00:00,5126.410000000001,5126.410000000001,WIN,63.775000000000546
BUY,2026-02-22 23:00:00+00:00,5145.985,5105.969,18,2026-02-22 23:00:00+00:00,5105.969,5246.024999999999,LOSS,-40.01599999999962
BUY,2026-02-23 14:45:00+00:00,5192.245,5164.438,9,2026-02-24 01:15:00+00:00,5164.438,5261.762499999999,LOSS,-27.80699999999979
BUY,2026-02-24 17:15:00+00:00,5158.355,5109.205,12,2026-03-01 23:00:00+00:00,5281.229999999999,5281.229999999999,WIN,122.87499999999909
BUY,2026-02-25 14:45:00+00:00,5190.935,5158.245,9,2026-02-25 20:45:00+00:00,5158.245,5272.660000000002,LOSS,-32.69000000000051
BUY,2026-02-26 15:45:00+00:00,5185.388,5139.285,10,2026-03-01 23:00:00+00:00,5300.6455000000005,5300.6455000000005,WIN,115.25750000000016
BUY,2026-02-27 15:00:00+00:00,5237.615,5213.335,10,2026-03-01 23:00:00+00:00,5298.314999999999,5298.314999999999,WIN,60.69999999999936
BUY,2026-03-01 23:00:00+00:00,5346.645,5277.219,18,2026-03-02 16:00:00+00:00,5277.219,5520.210000000001,LOSS,-69.42600000000039
SELL,2026-03-02 16:00:00+00:00,5299.995,5355.835,11,2026-03-03 00:15:00+00:00,5355.835,5160.3949999999995,LOSS,-55.840000000000146
SELL,2026-03-03 14:45:00+00:00,5037.825,5145.835,9,2026-03-03 19:00:00+00:00,5145.835,4767.799999999999,LOSS,-108.01000000000022
SELL,2026-03-04 14:45:00+00:00,5145.855,5185.075,9,2026-03-05 01:00:00+00:00,5185.075,5047.8049999999985,LOSS,-39.220000000000255
SELL,2026-03-05 15:00:00+00:00,5085.155,5123.565,10,2026-03-06 01:45:00+00:00,5123.565,4989.13,LOSS,-38.409999999999854
BUY,2026-03-06 14:45:00+00:00,5129.835,5083.685,9,2026-03-08 23:30:00+00:00,5083.685,5245.209999999999,LOSS,-46.149999999999636
SELL,2026-03-08 22:00:00+00:00,5158.098,5171.998,18,2026-03-08 22:00:00+00:00,5171.998,5123.348000000001,LOSS,-13.899999999999636
SELL,2026-03-09 13:45:00+00:00,5073.885,5111.178,9,2026-03-09 14:30:00+00:00,5111.178,4980.652500000001,LOSS,-37.292999999999665
BUY,2026-03-10 15:00:00+00:00,5223.275,5206.835,11,2026-03-10 15:00:00+00:00,5206.835,5264.374999999998,LOSS,-16.4399999999996
BUY,2026-03-11 14:00:00+00:00,5189.645,5164.8150000000005,10,2026-03-11 15:45:00+00:00,5164.8150000000005,5251.72,LOSS,-24.829999999999927
SELL,2026-03-12 13:45:00+00:00,5151.025,5171.155,9,2026-03-12 18:30:00+00:00,5100.699999999999,5100.699999999999,WIN,50.32500000000027
SELL,2026-03-13 14:00:00+00:00,5090.635,5112.505,10,2026-03-13 14:45:00+00:00,5035.960000000001,5035.960000000001,WIN,54.67499999999973
SELL,2026-03-15 22:15:00+00:00,5012.945,5018.298,18,2026-03-15 22:15:00+00:00,5018.298,4999.5625,LOSS,-5.3530000000000655
SELL,2026-03-16 14:15:00+00:00,5014.635,5034.545,10,2026-03-17 04:30:00+00:00,5034.545,4964.860000000001,LOSS,-19.909999999999854
SELL,2026-03-17 14:15:00+00:00,5008.005,5031.415,10,2026-03-18 11:15:00+00:00,4949.4800000000005,4949.4800000000005,WIN,58.524999999999636
SELL,2026-03-18 19:15:00+00:00,4848.985,4885.505,15,2026-03-19 06:45:00+00:00,4757.684999999999,4757.684999999999,WIN,91.30000000000109
SELL,2026-03-20 13:45:00+00:00,4616.085,4665.657999999999,9,2026-03-20 18:45:00+00:00,4492.152500000002,4492.152500000002,WIN,123.93249999999853
BUY,2026-03-22 22:15:00+00:00,4524.025,4489.8550000000005,18,2026-03-22 22:45:00+00:00,4489.8550000000005,4609.449999999997,LOSS,-34.16999999999916
BUY,2026-03-23 13:45:00+00:00,4453.975,4400.795,9,2026-03-23 15:45:00+00:00,4400.795,4586.925000000001,LOSS,-53.18000000000029
BUY,2026-03-24 14:30:00+00:00,4411.778,4350.795,10,2026-03-25 00:30:00+00:00,4564.235500000001,4564.235500000001,WIN,152.45750000000044
SELL,2026-03-25 23:30:00+00:00,4494.455,4576.485,19,2026-03-30 11:45:00+00:00,4576.485,4289.380000000001,LOSS,-82.02999999999975
SELL,2026-03-26 16:15:00+00:00,4396.185,4453.495,12,2026-03-27 05:30:00+00:00,4453.495,4252.910000000002,LOSS,-57.30999999999949
BUY,2026-03-27 14:00:00+00:00,4459.305,4413.138,10,2026-03-30 11:45:00+00:00,4574.722500000002,4574.722500000002,WIN,115.41750000000093
BUY,2026-03-29 22:00:00+00:00,4496.628,4492.175,18,2026-03-29 22:00:00+00:00,4492.175,4507.7604999999985,LOSS,-4.45299999999952
SELL,2026-03-30 18:45:00+00:00,4498.845,4573.875,14,2026-03-31 01:15:00+00:00,4573.875,4311.27,LOSS,-75.02999999999975
BUY,2026-03-31 13:45:00+00:00,4606.705,4567.725,9,2026-04-01 00:00:00+00:00,4704.154999999999,4704.154999999999,WIN,97.44999999999891
BUY,2026-04-01 14:30:00+00:00,4753.815,4730.3550000000005,10,2026-04-02 01:00:00+00:00,4730.3550000000005,4812.464999999997,LOSS,-23.459999999999127
SELL,2026-04-05 22:00:00+00:00,4629.545,4676.005,18,2026-04-06 05:00:00+00:00,4676.005,4513.395,LOSS,-46.460000000000036
BUY,2026-04-06 13:45:00+00:00,4679.488,4660.338,9,2026-04-06 14:00:00+00:00,4660.338,4727.363000000001,LOSS,-19.150000000000546
SELL,2026-04-07 14:00:00+00:00,4621.675,4663.405,10,2026-04-07 16:00:00+00:00,4663.405,4517.350000000001,LOSS,-41.72999999999956
SELL,2026-04-08 18:15:00+00:00,4722.315,4794.598,14,2026-04-09 15:30:00+00:00,4794.598,4541.607499999998,LOSS,-72.28300000000036
